"values_r","values_R_consensus","values_R_hzi"
0.57,3.51053418064318,14.8775012001946
0.571,3.51513668105577,14.9158128585408
0.572,3.51973987352705,14.9541696982686
0.573,3.52434375793051,14.992571692589
0.574,3.52894833413761,15.0310188146775
0.575,3.53355360201773,15.0695110376744
0.576,3.53815956143825,15.1080483346848
0.577,3.54276621226451,15.1466306787786
0.578,3.54737355435981,15.1852580429908
0.579,3.55198158758544,15.2239304003215
0.58,3.55659031180066,15.2626477237357
0.581,3.56119972686273,15.3014099861638
0.582,3.56580983262688,15.3402171605017
0.583,3.57042062894636,15.3790692196104
0.584,3.57503211567238,15.4179661363165
0.585,3.5796442926542,15.4569078834122
0.586,3.58425715973906,15.4958944336554
0.587,3.5888707167722,15.5349257597697
0.588,3.59348496359692,15.5740018344444
0.589,3.59809990005449,15.6131226303348
0.59,3.60271552598424,15.6522881200624
0.591,3.60733184122353,15.6914982762145
0.592,3.61194884560775,15.7307530713446
0.593,3.61656653897031,15.7700524779726
0.594,3.6211849211427,15.8093964685846
0.595,3.62580399195444,15.8487850156331
0.596,3.63042375123311,15.8882180915372
0.597,3.63504419880436,15.9276956686824
0.598,3.63966533449188,15.9672177194212
0.599,3.64428715811745,16.0067842160724
0.6,3.64890966950092,16.046395130922
0.601,3.65353286846022,16.0860504362228
0.602,3.65815675481137,16.1257501041944
0.603,3.66278132836846,16.1654941070237
0.604,3.66740658894371,16.2052824168648
0.605,3.67203253634742,16.2451150058389
0.606,3.67665917038798,16.2849918460345
0.607,3.68128649087192,16.3249129095075
0.608,3.68591449760387,16.3648781682816
0.609,3.69054319038658,16.4048875943477
0.61,3.69517256902094,16.4449411596645
0.611,3.69980263330596,16.4850388361584
0.612,3.70443338303879,16.5251805957237
0.613,3.70906481801472,16.5653664102226
0.614,3.71369693802719,16.6055962514851
0.615,3.71832974286779,16.6458700913094
0.616,3.72296323232628,16.686187901462
0.617,3.72759740619057,16.7265496536774
0.618,3.73223226424674,16.7669553196585
0.619,3.73686780627906,16.8074048710765
0.62,3.74150403206996,16.8478982795713
0.621,3.74614094140008,16.888435516751
0.622,3.75077853404821,16.9290165541928
0.623,3.75541680979139,16.9696413634422
0.624,3.76005576840482,17.0103099160138
0.625,3.76469540966192,17.0510221833909
0.626,3.76933573333434,17.0917781370258
0.627,3.77397673919193,17.1325777483399
0.628,3.77861842700277,17.1734209887237
0.629,3.78326079653316,17.2143078295369
0.63,3.78790384754765,17.2552382421085
0.631,3.79254757980904,17.2962121977369
0.632,3.79719199307835,17.3372296676899
0.633,3.80183708711486,17.3782906232049
0.634,3.80648286167614,17.4193950354889
0.635,3.81112931651797,17.4605428757186
0.636,3.81577645139445,17.5017341150403
0.637,3.82042426605792,17.5429687245705
0.638,3.82507276025902,17.5842466753955
0.639,3.82972193374668,17.6255679385714
0.64,3.8343717862681,17.6669324851247
0.641,3.8390223175688,17.708340286052
0.642,3.8436735273926,17.7497913123201
0.643,3.84832541548163,17.7912855348663
0.644,3.85297798157632,17.8328229245981
0.645,3.85763122541544,17.8744034523938
0.646,3.86228514673609,17.9160270891019
0.647,3.86693974527368,17.9576938055421
0.648,3.87159502076198,17.9994035725043
0.649,3.87625097293311,18.0411563607497
0.65,3.88090760151751,18.0829521410101
0.651,3.88556490624401,18.1247908839885
0.652,3.89022288683978,18.1666725603588
0.653,3.89488154303037,18.2085971407663
0.654,3.8995408745397,18.2505645958272
0.655,3.90420088109007,18.2925748961294
0.656,3.90886156240216,18.334628012232
0.657,3.91352291819506,18.3767239146656
0.658,3.91818494818623,18.4188625739323
0.659,3.92284765209156,18.4610439605061
0.66,3.92751102962533,18.5032680448324
0.661,3.93217508050025,18.5455347973286
0.662,3.93683980442744,18.5878441883841
0.663,3.94150520111645,18.63019618836
0.664,3.94617127027527,18.6725907675897
0.665,3.95083801161032,18.7150278963785
0.666,3.95550542482646,18.7575075450041
0.667,3.96017350962703,18.8000296837165
0.668,3.96484226571378,18.842594282738
0.669,3.96951169278696,18.8852013122634
0.67,3.97418179054528,18.9278507424599
0.671,3.97885255868591,18.9705425434677
0.672,3.98352399690452,19.0132766853992
0.673,3.98819610489526,19.0560531383399
0.674,3.99286888235076,19.0988718723482
0.675,3.99754232896216,19.1417328574554
0.676,4.0022164444191,19.1846360636656
0.677,4.00689122840975,19.2275814609563
0.678,4.01156668062075,19.2705690192781
0.679,4.01624280073731,19.3135987085549
0.68,4.02091958844314,19.3566704986839
0.681,4.02559704342049,19.3997843595357
0.682,4.03027516535016,19.4429402609545
0.683,4.03495395391148,19.4861381727581
0.684,4.03963340878234,19.529378064738
0.685,4.04431352963918,19.5726599066593
0.686,4.04899431615702,19.6159836682612
0.687,4.05367576800943,19.6593493192566
0.688,4.05835788486857,19.7027568293326
0.689,4.06304066640517,19.7462061681502
0.69,4.06772411228856,19.7896973053447
0.691,4.07240822218665,19.8332302105255
0.692,4.07709299576596,19.8768048532767
0.693,4.08177843269161,19.9204212031563
0.694,4.08646453262732,19.9640792296972
0.695,4.09115129523544,20.0077789024067
0.696,4.09583872017695,20.0515201907668
0.697,4.10052680711144,20.0953030642342
0.698,4.10521555569715,20.1391274922406
0.699,4.10990496559094,20.1829934441923
0.7,4.11459503644835,20.2269008894709
0.701,4.11928576792353,20.2708497974328
0.702,4.12397715966933,20.3148401374098
0.703,4.12866921133723,20.3588718787087
0.704,4.13336192257739,20.4029449906118
0.705,4.13805529303867,20.4470594423767
0.706,4.14274932236858,20.4912152032365
0.707,4.14744401021332,20.5354122423999
0.708,4.1521393562178,20.5796505290512
0.709,4.15683536002561,20.6239300323503
0.71,4.16153202127908,20.6682507214332
0.711,4.1662293396192,20.7126125654116
0.712,4.17092731468572,20.7570155333731
0.713,4.17562594611709,20.8014595943815
0.714,4.18032523355049,20.8459447174767
0.715,4.18502517662185,20.8904708716748
0.716,4.18972577496581,20.9350380259682
0.717,4.19442702821579,20.9796461493256
0.718,4.19912893600394,21.0242952106924
0.719,4.20383149796117,21.0689851789902
0.72,4.20853471371716,21.1137160231175
0.721,4.21323858290035,21.1584877119494
0.722,4.21794310513796,21.2033002143379
0.723,4.22264828005599,21.2481534991117
0.724,4.22735410727923,21.2930475350766
0.725,4.23206058643126,21.3379822910153
0.726,4.23676771713445,21.3829577356878
0.727,4.24147549900998,21.4279738378312
0.728,4.24618393167783,21.4730305661598
0.729,4.25089301475682,21.5181278893655
0.73,4.25560274786457,21.5632657761174
0.731,4.26031313061752,21.6084441950622
0.732,4.26502416263095,21.6536631148245
0.733,4.26973584351899,21.6989225040061
0.734,4.27444817289461,21.7442223311869
0.735,4.2791611503696,21.7895625649247
0.736,4.28387477555464,21.8349431737551
0.737,4.28858904805926,21.8803641261917
0.738,4.29330396749185,21.9258253907264
0.739,4.29801953345967,21.9713269358291
0.74,4.30273574556887,22.016868729948
0.741,4.30745260342447,22.0624507415099
0.742,4.31217010663038,22.1080729389196
0.743,4.31688825478941,22.1537352905609
0.744,4.32160704750327,22.1994377647958
0.745,4.32632648437257,22.2451803299653
0.746,4.33104656499683,22.290962954389
0.747,4.33576728897451,22.3367856063653
0.748,4.34048865590294,22.3826482541718
0.749,4.34521066537843,22.4285508660648
0.75,4.34993331699619,22.4744934102799
0.751,4.35465661035039,22.5204758550318
0.752,4.35938054503414,22.5664981685146
0.753,4.36410512063948,22.6125603189015
0.754,4.36883033675742,22.6586622743455
0.755,4.37355619297795,22.7048040029787
0.756,4.37828268888998,22.7509854729131
0.757,4.38300982408144,22.7972066522402
0.758,4.3877375981392,22.8434675090314
0.759,4.39246601064913,22.889768011338
0.76,4.39719506119608,22.9361081271909
0.761,4.40192474936392,22.9824878246014
0.762,4.40665507473547,23.0289070715607
0.763,4.41138603689259,23.0753658360402
0.764,4.41611763541615,23.1218640859915
0.765,4.42084986988602,23.1684017893467
0.766,4.42558273988108,23.2149789140183
0.767,4.43031624497928,23.2615954278991
0.768,4.43505038475754,23.3082512988627
0.769,4.43978515879188,23.3549464947634
0.77,4.44452056665731,23.4016809834362
0.771,4.44925660792791,23.4484547326968
0.772,4.45399328217681,23.495267710342
0.773,4.4587305889762,23.5421198841495
0.774,4.46346852789732,23.5890112218783
0.775,4.4682070985105,23.6359416912683
0.776,4.47294630038513,23.6829112600409
0.777,4.47768613308966,23.7299198958986
0.778,4.48242659619167,23.7769675665255
0.779,4.48716768925779,23.8240542395872
0.78,4.49190941185375,23.8711798827307
0.781,4.4966517635444,23.918344463585
0.782,4.50139474389367,23.9655479497605
0.783,4.50613835246462,24.0127903088497
0.784,4.5108825888194,24.060071508427
0.785,4.51562745251931,24.1073915160486
0.786,4.52037294312476,24.1547502992529
0.787,4.52511906019529,24.2021478255606
0.788,4.52986580328957,24.2495840624746
0.789,4.53461317196543,24.2970589774799
0.79,4.53936116577983,24.3445725380442
0.791,4.54410978428887,24.3921247116177
0.792,4.54885902704784,24.4397154656329
0.793,4.55360889361117,24.4873447675053
0.794,4.55835938353244,24.535012584633
0.795,4.56311049636444,24.5827188843969
0.796,4.5678622316591,24.6304636341609
0.797,4.57261458896755,24.6782468012719
0.798,4.5773675678401,24.7260683530598
0.799,4.58212116782626,24.7739282568378
0.8,4.58687538847473,24.8218264799021
0.801,4.5916302293334,24.8697629895326
0.802,4.59638568994939,24.9177377529923
0.803,4.60114176986901,24.9657507375279
0.804,4.60589846863778,25.0138019103696
0.805,4.61065578580048,25.0618912387312
0.806,4.61541372090107,25.1100186898103
0.807,4.62017227348278,25.1581842307885
0.808,4.62493144308803,25.206387828831
0.809,4.62969122925853,25.2546294510873
0.81,4.6344516315352,25.3029090646907
0.811,4.63921264945822,25.3512266367589
0.812,4.64397428256703,25.3995821343938
0.813,4.64873653040033,25.4479755246815
0.814,4.65349939249608,25.4964067746926
0.815,4.6582628683915,25.5448758514822
0.816,4.66302695762311,25.5933827220899
0.817,4.66779165972668,25.6419273535402
0.818,4.67255697423728,25.6905097128421
0.819,4.67732290068927,25.7391297669894
0.82,4.6820894386163,25.787787482961
0.821,4.6868565875513,25.8364828277207
0.822,4.69162434702654,25.8852157682173
0.823,4.69639271657356,25.933986271385
0.824,4.70116169572323,25.9827943041429
0.825,4.70593128400574,26.0316398333957
0.826,4.7107014809506,26.0805228260334
0.827,4.71547228608662,26.1294432489315
0.828,4.72024369894199,26.1784010689511
0.829,4.72501571904419,26.2273962529388
0.83,4.72978834592005,26.2764287677272
0.831,4.73456157909577,26.3254985801345
0.832,4.73933541809686,26.3746056569649
0.833,4.74410986244822,26.4237499650086
0.834,4.74888491167409,26.4729314710417
0.835,4.75366056529806,26.5221501418268
0.836,4.75843682284311,26.5714059441125
0.837,4.76321368383159,26.6206988446336
0.838,4.7679911477852,26.6700288101115
0.839,4.77276921422506,26.719395807254
0.84,4.77754788267164,26.7687998027556
0.841,4.78232715264481,26.8182407632971
0.842,4.78710702366386,26.8677186555465
0.843,4.79188749524743,26.9172334461582
0.844,4.7966685669136,26.9667851017738
0.845,4.80145023817986,27.0163735890216
0.846,4.80623250856308,27.0659988745171
0.847,4.81101537757956,27.115660924863
0.848,4.81579884474505,27.1653597066492
0.849,4.82058290957467,27.2150951864528
0.85,4.82536757158302,27.2648673308383
0.851,4.8301528302841,27.3146761063578
0.852,4.83493868519136,27.3645214795508
0.853,4.8397251358177,27.4144034169446
0.854,4.84451218167546,27.464321885054
0.855,4.84929982227641,27.5142768503818
0.856,4.85408805713182,27.5642682794186
0.857,4.85887688575237,27.6142961386429
0.858,4.86366630764824,27.6643603945214
0.859,4.86845632232907,27.7144610135087
0.86,4.87324692930395,27.7645979620479
0.861,4.87803812808147,27.8147712065701
0.862,4.8828299181697,27.8649807134949
0.863,4.88762229907618,27.9152264492304
0.864,4.89241527030794,27.9655083801732
0.865,4.89720883137153,28.0158264727084
0.866,4.90200298177296,28.0661806932101
0.867,4.90679772101775,28.1165710080408
0.868,4.91159304861096,28.1669973835521
0.869,4.91638896405711,28.2174597860845
0.87,4.92118546686026,28.2679581819675
0.871,4.92598255652399,28.3184925375198
0.872,4.93078023255139,28.3690628190492
0.873,4.93557849444508,28.4196689928527
0.874,4.94037734170721,28.4703110252167
0.875,4.94517677383947,28.5209888824172
0.876,4.94997679034308,28.5717025307195
0.877,4.9547773907188,28.6224519363786
0.878,4.95957857446694,28.6732370656392
0.879,4.96438034108737,28.7240578847356
0.88,4.96918269007949,28.7749143598921
0.881,4.97398562094228,28.8258064573229
0.882,4.97878913317427,28.8767341432321
0.883,4.98359322627356,28.927697383814
0.884,4.98839789973782,28.9786961452531
0.885,4.99320315306428,29.0297303937239
0.886,4.99800898574977,29.0808000953915
0.887,5.0028153972907,29.1319052164113
0.888,5.00762238718303,29.1830457229291
0.889,5.01242995492236,29.2342215810814
0.89,5.01723810000384,29.2854327569952
0.891,5.02204682192224,29.3366792167885
0.892,5.02685612017192,29.3879609265699
0.893,5.03166599424686,29.4392778524388
0.894,5.03647644364063,29.4906299604858
0.895,5.04128746784642,29.5420172167925
0.896,5.04609906635703,29.5934395874314
0.897,5.05091123866489,29.6448970384666
0.898,5.05572398426204,29.6963895359531
0.899,5.06053730264016,29.7479170459377
0.9,5.06535119329056,29.7994795344582
0.901,5.07016565570416,29.8510769675442
0.902,5.07498068937156,29.9027093112169
0.903,5.07979629378297,29.9543765314891
0.904,5.08461246842825,30.0060785943655
0.905,5.08942921279691,30.0578154658426
0.906,5.09424652637813,30.1095871119088
0.907,5.09906440866072,30.1613934985444
0.908,5.10388285913317,30.2132345917221
0.909,5.10870187728363,30.2651103574065
0.91,5.1135214625999,30.3170207615546
0.911,5.11834161456947,30.3689657701157
0.912,5.1231623326795,30.4209453490315
0.913,5.12798361641682,30.4729594642361
0.914,5.13280546526796,30.5250080816564
0.915,5.13762787871912,30.5770911672117
0.916,5.14245085625619,30.6292086868141
0.917,5.14727439736475,30.6813606063687
0.918,5.15209850153008,30.7335468917733
0.919,5.15692316823716,30.7857675089186
0.92,5.16174839697067,30.8380224236886
0.921,5.16657418721501,30.8903116019602
0.922,5.17140053845426,30.9426350096037
0.923,5.17622745017223,30.9949926124824
0.924,5.18105492185245,31.0473843764532
0.925,5.18588295297818,31.0998102673665
0.926,5.19071154303237,31.1522702510659
0.927,5.19554069149772,31.2047642933889
0.928,5.20037039785666,31.2572923601666
0.929,5.20520066159135,31.3098544172238
0.93,5.21003148218368,31.3624504303792
0.931,5.2148628591153,31.4150803654454
0.932,5.21969479186757,31.4677441882288
0.933,5.22452727992163,31.5204418645303
0.934,5.22936032275836,31.5731733601445
0.935,5.23419391985837,31.6259386408606
0.936,5.23902807070207,31.6787376724617
0.937,5.2438627747696,31.7315704207257
0.938,5.24869803154086,31.7844368514247
0.939,5.25353384049553,31.8373369303254
0.94,5.25837020111307,31.8902706231892
0.941,5.26320711287269,31.943237895772
0.942,5.26804457525338,31.9962387138247
0.943,5.27288258773392,32.0492730430928
0.944,5.27772114979288,32.1023408493171
0.945,5.28256026090858,32.155442098233
0.946,5.28739992055917,32.2085767555712
0.947,5.29224012822258,32.2617447870575
0.948,5.29708088337651,32.3149461584131
0.949,5.3019221854985,32.3681808353542
0.95,5.30676403406586,32.4214487835926
0.951,5.31160642855571,32.4747499688356
0.952,5.316449368445,32.5280843567859
0.953,5.32129285321046,32.581451913142
0.954,5.32613688232866,32.6348526035979
0.955,5.33098145527596,32.6882863938436
0.956,5.33582657152857,32.7417532495647
0.957,5.34067223056251,32.7952531364429
0.958,5.34551843185361,32.848786020156
0.959,5.35036517487756,32.9023518663776
0.96,5.35521245910987,32.9559506407776
0.961,5.36006028402587,33.0095823090222
0.962,5.36490864910075,33.0632468367739
0.963,5.36975755380953,33.1169441896915
0.964,5.37460699762708,33.1706743334304
0.965,5.37945698002811,33.2244372336423
0.966,5.38430750048718,33.2782328559757
0.967,5.38915855847873,33.3320611660759
0.968,5.39401015347701,33.3859221295847
0.969,5.39886228495616,33.439815712141
0.97,5.40371495239018,33.4937418793803
0.971,5.40856815525294,33.5477005969355
0.972,5.41342189301815,33.6016918304362
0.973,5.41827616515942,33.6557155455094
0.974,5.42313097115021,33.7097717077792
0.975,5.42798631046389,33.763860282867
0.976,5.43284218257367,33.8179812363916
0.977,5.43769858695268,33.8721345339693
0.978,5.44255552307389,33.9263201412138
0.979,5.4474129904102,33.9805380237365
0.98,5.45227098843439,34.0347881471465
0.981,5.45712951661911,34.0890704770504
0.982,5.46198857443694,34.143384979053
0.983,5.46684816136033,34.1977316187567
0.984,5.47170827686166,34.252110361762
0.985,5.47656892041318,34.3065211736674
0.986,5.48143009148707,34.3609640200695
0.987,5.48629178955543,34.4154388665632
0.988,5.49115401409025,34.4699456787415
0.989,5.49601676456345,34.524484422196
0.99,5.50088004044685,34.5790550625164
0.991,5.50574384121221,34.6336575652911
0.992,5.51060816633121,34.688291896107
0.993,5.51547301527544,34.7429580205496
0.994,5.52033838751645,34.7976559042033
0.995,5.5252042825257,34.852385512651
0.996,5.53007069977458,34.9071468114747
0.997,5.53493763873442,34.9619397662551
0.998,5.53980509887651,35.0167643425721
0.999,5.54467307967204,35.0716205060047
1,5.5495415805922,35.1265082221309
