date,consensus,RKI,SDSC,ETH,Ilmenau,epiforecasts,globalrt,rtlive,HZI
2020-07-13,0.9578556437845903,1.1875249900039984,1.1663249177875694,1.2153050913121242,1.2131696961540632,1.1908080199923856,1.0375245873488763,1.124,0.8368895000000001
2020-07-14,0.9978876653777433,1.2252704791344669,1.179702830018643,1.2230165331619371,1.1962538864032761,1.1922263227455918,1.0897914005254992,1.117,0.883327
2020-07-15,1.029583196583079,1.228539156626506,1.188508537221197,1.2243159093276819,1.2148596829738905,1.189676033567511,1.115616302050353,1.114,1.010053
2020-07-16,1.069409161766057,1.1902404526166903,1.1931400887948946,1.2195056115067902,1.223596499852522,1.1838308259568509,1.1401816913204723,1.115,1.1699875
2020-07-17,1.081929961097781,1.1673400673400673,1.195500049617898,1.2092153331909978,1.275798726288703,1.1778239577262903,1.1487202390847937,1.108,1.304766
2020-07-18,1.1155871644956823,1.1431725007883948,1.1964395386046838,1.1951639220404768,1.2669041493502209,1.169610424959916,1.1774492587176786,1.104,1.364772
2020-07-19,1.0988593975459189,1.1562978853815506,1.19535978406684,1.1792198179352622,1.2295428744685202,1.1589105753826106,1.1786415930729588,1.102,1.2716595
2020-07-20,1.115867680597211,1.1743909685086156,1.1918836420014214,1.1633534296165335,1.2016005091298079,1.1492778387871336,1.1858359078659126,1.091,1.210187
2020-07-21,1.1006036296822055,1.1915200461494087,1.186294394243757,1.1493212566101103,1.2199772616534028,1.1412848646655633,1.19261498654479,1.082,1.195477
2020-07-22,1.1268265212974526,1.1966896551724138,1.1800599452361378,1.1384780496250886,1.2329923993619218,1.13350975512691,1.2373947018884972,1.077,1.266845
2020-07-23,1.1377414182765622,1.1916247018287836,1.1747558910984746,1.1316441471301857,1.2304194570667857,1.1282194703469912,1.2715919575189036,1.071,1.3658015
