date,R.RKI,lower.RKI,upper.RKI,R.ETH,lower.ETH,upper.ETH,R.Ilmenau,lower.Ilmenau,upper.Ilmenau,R.SDSC,lower.SDSC,upper.SDSC,R.globalrt,lower.globalrt,upper.globalrt,R.epiforecasts,lower.epiforecasts,upper.epiforecasts,R.rtlive,lower.rtlive,upper.rtlive,R.HZI,lower.HZI,upper.HZI
2021-03-20,1.13,1.12,1.13,1.0770507239757343,1.0076639053636438,1.1464375425878248,1.08624143134329,1.06929387077453,1.10318899191205,1.10901336947418,1.10051143018742,1.11754757143104,1.22563093462742,0.954119858387774,1.49884222422426,0.997209935458654,0.8241922022057191,1.168750894057979,1.078,0.957,1.208,1.4770355,1.4621733,1.503007025
2021-03-21,1.13,1.13,1.13,1.0535972878553683,0.9862611078104556,1.1209334679002816,0.481310868780058,0.470487030822889,0.492134706737227,1.08790789833737,1.07959382615808,1.09625342129347,1.21196930144227,0.939559732750042,1.4819061976416,0.999706375598958,0.8399759909292731,1.156813859562149,1.076,0.953,1.203,1.349108,1.331964175,1.3772825
2021-03-22,1.14,1.13,1.14,1.0240075578639152,0.9596294058034768,1.0883857099243537,0.648038657211888,0.635926767936228,0.660150546487548,1.06212694980581,1.05400461156978,1.07028003362338,1.21694306129855,0.947617689665062,1.48811231344605,1.00202277774173,0.854746759267064,1.146506926268176,1.07,0.949,1.198,1.195219,1.179556825,1.22751315
2021-03-23,1.13,1.13,1.13,0.9926943819250372,0.9306197402261452,1.0547690236239295,1.18115221243265,1.164943065276,1.19736135958931,1.03362012345782,1.02568315217874,1.04158726314997,1.22298732945678,0.95091705535268,1.50035842462107,1.00496199049717,0.8685311524854337,1.1377985318547663,1.064,0.938,1.192,1.1722235,1.1568094000000002,1.204186
2021-03-24,1.12,1.11,1.12,0.9678880933810912,0.9071728284716792,1.0286033582905032,1.42565178054692,1.40761663120896,1.44368692988488,1.00515446908383,0.997383242327889,1.01295543724545,1.2155350985427,0.945121049209358,1.4890648517485,1.00733479607673,0.8813732921193963,1.1306275770204437,1.056,0.918,1.175,1.2551735000000002,1.238175675,1.283724125
2021-03-25,1.1,1.09,1.1,0.956771032515832,0.8964436485421862,1.017098416489478,1.309984899642,1.29245291406728,1.32751688521673,0.979662933749634,0.972024755475687,0.987330592339441,1.20060174634587,0.930563378454344,1.47294417499421,1.01059197971358,0.8933247071590823,1.1249086455779378,1.045,0.917,1.184,1.3634735,1.3463348000000002,1.393086425
2021-03-26,1.06,1.06,1.07,0.9619636328982912,0.9010253576962208,1.022901908100362,0.947739269250922,0.9328167833727,0.962661755129144,0.960514043602361,0.952962672288604,0.968094804347742,1.18665151064259,0.916423812220031,1.45954784867128,1.01365955292011,0.9044328536994856,1.1205387106838345,1.044,0.913,1.18,1.4395635,1.4217543,1.4719784
2021-03-27,1.03,1.03,1.03,0.9812582155882692,0.9194241689535234,1.043092262223015,0.637696607132151,0.625577432793001,0.6498157814713,0.951066143572272,0.943543242898695,0.958618502945507,1.16781598946635,0.898720605271581,1.44141516967728,1.01755876988435,0.914727123691838,1.1174070545546817,1.034,0.91,1.168,1.4368035,1.417109875,1.4711117749999998
2021-03-28,1,1,1.01,1.0085828558089796,0.9461116005005404,1.0710541111174186,0.417904523991572,0.408224673435054,0.42758437454809,0.953722145198593,0.946163030305166,0.961310920498749,1.14695354634216,0.87812411085802,1.42293479955889,1.02117178399287,0.924203518578275,1.115407672028945,1.027,0.903,1.16,1.307172,1.28701205,1.34216535
2021-03-29,0.98,0.98,0.98,1.0357143725919893,0.9725749177724936,1.098853827411485,0.409334365814139,0.399782052234277,0.418886679394002,0.969370580150299,0.96171306526063,0.977058040931075,1.13951157530652,0.871805956182286,1.41632382435903,1.02506969194019,0.9328129101654352,1.1144494816706647,1.018,0.897,1.151,1.1538165,1.135677625,1.19049025
