date,1,1.lower,1.upper,3,3.lower,3.upper,4,4.lower,4.upper,7,7.lower,7.upper,10,10.lower,10.upper
2020-11-13,1.0713140260342249,1.0568875683298236,1.0858711706208728,1.2145474047489047,1.2053129220191614,1.2238289340197002,1.223279083182286,1.215089835671264,1.2315050432648595,1.0358750307719151,1.0301753612960114,1.0415956846891345,1.1012402394993617,1.0962949911106106,1.106200337170472
2020-11-14,0.773007729323674,0.7608677538874983,0.7852761556797437,1.0273770532043236,1.0191345452342455,1.0356638840773047,1.0961757869280822,1.0886683907024435,1.1037176178082786,1.0266273729469886,1.0209765785306444,1.0322989792847106,1.0424893882666748,1.0377411059626998,1.047252132671191
2020-11-15,0.466464587886339,0.4567110798628812,0.4763559813558987,0.7756099016360296,0.7684711697113679,0.782792707567366,0.890927174013392,0.8842488366447072,0.897639052711196,1.010821332249042,1.0052298793946284,1.0164334812216567,0.9598981147301221,0.9553634134752581,0.9644471428580376
2020-11-16,0.9286235422876983,0.9136135932023199,0.9437969992921335,0.7128829060047653,0.7057965604867256,0.7200165258195562,0.8080909860868294,0.8016213532226637,0.8145953352500822,1.0001696551108585,0.9946120082201881,1.0057479667198426,0.9365765472254095,0.9320652540302601,0.9411023737442361
2020-11-17,1.3202081269676051,1.3019947074102287,1.3385906165083006,0.8748963800334313,0.8666725715450289,0.8831720482449992,0.8455847401345352,0.8387578102876856,0.8524486143154544,1.0078733849565462,1.0022903921686481,1.0134770717414143,0.9831715071565752,0.9784988926652972,0.9878589734131072
2020-11-18,1.3882327127263756,1.3704452715048043,1.406173404796492,1.2150474808645146,1.2051637161330755,1.2249851374821406,1.004680073386679,0.9970578589770366,1.0123410355689229,1.0152631876446614,1.0096624066570612,1.0208846428047165,1.0674857949619247,1.0626000045828736,1.072386538878739
2020-11-19,1.2452887036591513,1.2293652360255942,1.26134908150249,1.31495825095043,1.3049884841780028,1.3249786664826406,1.2235827058046986,1.2151773926863447,1.232026689242005,1.0142202687654445,1.0086326864972066,1.019828448937868,1.091384280625476,1.0864899000889179,1.096293337825251
2020-11-20,1.095383175339153,1.0809592343503795,1.109934861321447,1.2341582287077295,1.2249358116507336,1.2434268197806773,1.2526116734805985,1.2443747192598025,1.260884896624482,1.0182936750309042,1.0127049776060264,1.023902895865504,1.0779004113137942,1.0731008527889763,1.0827142595758235
2020-11-21,0.7076857226424942,0.6962344003377213,0.7192619258655126,1.0085207474923035,1.0004567741546442,1.016627936849169,1.092038428457811,1.0846243209244029,1.099486246071129,1.0064920109142284,1.0009484752724394,1.0120559766511863,1.0130788741318533,1.00847601201966,1.0176957204991814
2020-11-22,0.4596429016026642,0.45001103368442025,0.4694112370583967,0.7602230185797525,0.7532281511090606,0.7672610579179502,0.8765035228096452,0.8699508166410596,0.8830890511766254,1.004642268075138,0.9991080884635559,1.0101968463790767,0.9321755291611278,0.9277668010575857,0.9365982019808479
2020-11-23,0.9540818676765581,0.9389013974977198,0.9694250915059281,0.6935289883729092,0.6865929236187,0.7005116093793968,0.800858287177347,0.7944730511546934,0.807277644298676,1.0077872970260746,1.0022460446500228,1.0133489363070134,0.9189274458443412,0.9145035325075174,0.9233656033583425
2020-11-24,1.2422466306528595,1.224704162625838,1.2599558214370994,0.85674780249731175,0.8486490506072221,0.8648979161046393,0.8133001443224378,0.8066551060814893,0.819981576283162,0.9987997994095953,0.9932880242838636,1.0043319268897333,0.9638760053757065,0.9592863150959825,0.9684803118964103
2020-11-25,1.2974497976246286,1.2802235036219543,1.3148299308808715,1.1665027180916476,1.156841422247258,1.1762176553142847,0.9670480820702548,0.9595936477127024,0.9745410224803813,0.9865855650951184,0.9811062682394205,0.9920852246488773,1.049233590969102,1.0444181716028873,1.0540637890303683
2020-11-26,1.235187521848513,1.219107121405473,1.2514087082011771,1.2579788778390093,1.2481927077178188,1.2678160656151791,1.1854459227707186,1.1771546185588997,1.193776069162,0.9840549778404523,0.978571509340689,0.9895588927541488,1.0792175655238192,1.074368905041525,1.0840807922132858
2020-11-27,1.023414357931256,1.0092587805943112,1.0377016820738423,1.1784232563744104,1.1693141981764874,1.187579499095463,1.192495495117076,1.184403155368634,1.200624611373041,0.9722873648563323,0.9668235696002977,0.9777717064172472,1.052927085444465,1.0481952466472182,1.057673143399717
2020-11-28,0.7452861006124163,0.7332502487645107,0.7574529449742277,0.9956735264468399,0.9875171373960479,1.003874704094972,1.0637148102840381,1.056292430400181,1.0711718795045844,0.9802774534830331,0.974770072958322,0.9858055392492997,0.9894233964138339,0.9848723657167001,0.9939884255743923
2020-11-29,0.47548482202297343,0.46550027478957967,0.4856111318993699,0.7545999536874061,0.7474944309827968,0.7617503634300412,0.870776884751814,0.8641263514456061,0.8774614536299234,0.9855717306549822,0.980033785238951,0.991130499320014,0.9122433338826735,0.9078660314827887,0.916634683916185
