,mean,std,2.5%,25%,median,75%,97.5%
2020-07-02,1.089,0.07,0.957,1.041,1.088,1.134,1.235
2020-07-03,1.097,0.069,0.974,1.051,1.097,1.141,1.243
2020-07-04,1.105,0.068,0.974,1.057,1.105,1.15,1.243
2020-07-05,1.112,0.069,0.976,1.066,1.111,1.157,1.243
2020-07-06,1.116,0.069,0.986,1.072,1.115,1.162,1.25
2020-07-07,1.121,0.072,0.989,1.073,1.121,1.169,1.263
2020-07-08,1.125,0.073,0.987,1.074,1.125,1.172,1.265
2020-07-09,1.126,0.07,0.988,1.077,1.123,1.17,1.268
2020-07-10,1.128,0.07,1.005,1.077,1.128,1.171,1.283
2020-07-11,1.131,0.069,1.014,1.08,1.13,1.178,1.271
2020-07-12,1.131,0.067,1.007,1.084,1.128,1.176,1.27
2020-07-13,1.131,0.069,1.003,1.083,1.128,1.177,1.263
2020-07-14,1.129,0.068,0.999,1.082,1.129,1.177,1.259
2020-07-15,1.126,0.068,0.993,1.076,1.125,1.172,1.258
2020-07-16,1.121,0.067,0.992,1.077,1.119,1.166,1.256
2020-07-17,1.115,0.067,0.993,1.071,1.113,1.156,1.254
2020-07-18,1.11,0.066,0.987,1.065,1.109,1.151,1.247
2020-07-19,1.107,0.066,0.97,1.064,1.105,1.151,1.235
2020-07-20,1.101,0.067,0.966,1.058,1.099,1.146,1.235
2020-07-21,1.095,0.067,0.966,1.048,1.095,1.142,1.221
2020-07-22,1.088,0.068,0.96,1.041,1.086,1.137,1.214
2020-07-23,1.082,0.069,0.951,1.034,1.079,1.131,1.221
2020-07-24,1.078,0.068,0.944,1.033,1.079,1.122,1.213
2020-07-25,1.072,0.068,0.934,1.026,1.073,1.115,1.211
2020-07-26,1.063,0.065,0.94,1.02,1.065,1.105,1.19
2020-07-27,1.055,0.064,0.93,1.014,1.054,1.097,1.179
2020-07-28,1.05,0.063,0.931,1.008,1.048,1.09,1.175
2020-07-29,1.045,0.064,0.924,1.001,1.044,1.087,1.177
2020-07-30,1.037,0.064,0.918,0.994,1.036,1.08,1.165
2020-07-31,1.032,0.065,0.908,0.988,1.028,1.075,1.161
2020-08-01,1.029,0.064,0.907,0.988,1.025,1.073,1.165
2020-08-02,1.026,0.065,0.91,0.982,1.025,1.069,1.159
2020-08-03,1.023,0.066,0.903,0.976,1.02,1.069,1.156
2020-08-04,1.021,0.067,0.893,0.973,1.021,1.068,1.15
2020-08-05,1.019,0.066,0.895,0.975,1.018,1.064,1.154
2020-08-06,1.015,0.065,0.901,0.97,1.013,1.057,1.149
2020-08-07,1.015,0.066,0.895,0.971,1.01,1.057,1.155
2020-08-08,1.015,0.068,0.89,0.967,1.011,1.06,1.153
2020-08-09,1.014,0.068,0.894,0.967,1.008,1.059,1.165
2020-08-10,1.015,0.067,0.899,0.971,1.01,1.058,1.157
2020-08-11,1.014,0.064,0.898,0.97,1.009,1.056,1.143
2020-08-12,1.014,0.064,0.901,0.969,1.013,1.056,1.149
2020-08-13,1.018,0.064,0.903,0.97,1.014,1.064,1.141
2020-08-14,1.021,0.065,0.897,0.973,1.018,1.064,1.151
2020-08-15,1.024,0.065,0.905,0.978,1.022,1.069,1.15
2020-08-16,1.028,0.064,0.909,0.982,1.025,1.069,1.155
2020-08-17,1.031,0.066,0.906,0.984,1.028,1.07,1.167
2020-08-18,1.034,0.066,0.92,0.989,1.029,1.075,1.172
2020-08-19,1.04,0.067,0.921,0.994,1.036,1.083,1.18
2020-08-20,1.044,0.07,0.913,0.995,1.043,1.092,1.184
2020-08-21,1.048,0.067,0.923,0.999,1.046,1.095,1.179
2020-08-22,1.052,0.069,0.935,1.001,1.05,1.097,1.203
2020-08-23,1.057,0.071,0.931,1.007,1.054,1.104,1.203
2020-08-24,1.063,0.07,0.936,1.016,1.059,1.106,1.209
2020-08-25,1.07,0.07,0.943,1.022,1.065,1.117,1.219
2020-08-26,1.075,0.068,0.947,1.026,1.071,1.12,1.219
2020-08-27,1.081,0.069,0.96,1.03,1.076,1.131,1.226
2020-08-28,1.089,0.069,0.962,1.04,1.087,1.135,1.226
2020-08-29,1.097,0.07,0.966,1.044,1.095,1.146,1.235
2020-08-30,1.104,0.07,0.972,1.057,1.1,1.15,1.248
2020-08-31,1.114,0.072,0.971,1.069,1.111,1.163,1.254
2020-09-01,1.122,0.073,0.986,1.072,1.117,1.171,1.262
2020-09-02,1.132,0.074,0.986,1.085,1.133,1.183,1.277
2020-09-03,1.14,0.074,1.004,1.09,1.139,1.189,1.285
2020-09-04,1.149,0.076,1.007,1.098,1.148,1.197,1.303
2020-09-05,1.159,0.077,1.008,1.106,1.159,1.21,1.31
2020-09-06,1.168,0.079,1.02,1.116,1.168,1.221,1.327
2020-09-07,1.175,0.079,1.027,1.12,1.174,1.229,1.332
2020-09-08,1.188,0.078,1.047,1.136,1.184,1.241,1.347
2020-09-09,1.198,0.075,1.062,1.145,1.194,1.25,1.344
2020-09-10,1.206,0.075,1.068,1.154,1.202,1.259,1.364
2020-09-11,1.217,0.076,1.079,1.167,1.213,1.263,1.376
2020-09-12,1.229,0.076,1.089,1.18,1.225,1.279,1.384
2020-09-13,1.241,0.076,1.102,1.186,1.239,1.29,1.406
2020-09-14,1.253,0.078,1.111,1.194,1.247,1.306,1.412
2020-09-15,1.265,0.081,1.121,1.208,1.262,1.32,1.426
2020-09-16,1.276,0.082,1.123,1.215,1.276,1.331,1.436
2020-09-17,1.287,0.081,1.129,1.231,1.29,1.344,1.446
2020-09-18,1.297,0.081,1.147,1.24,1.298,1.353,1.454
2020-09-19,1.308,0.081,1.158,1.251,1.308,1.359,1.467
2020-09-20,1.319,0.085,1.158,1.261,1.315,1.375,1.501
2020-09-21,1.328,0.087,1.164,1.265,1.326,1.389,1.507
2020-09-22,1.336,0.088,1.181,1.272,1.336,1.391,1.519
2020-09-23,1.34,0.085,1.175,1.286,1.337,1.393,1.518
2020-09-24,1.348,0.083,1.188,1.293,1.344,1.404,1.513
2020-09-25,1.352,0.082,1.193,1.296,1.352,1.408,1.514
2020-09-26,1.357,0.084,1.194,1.296,1.36,1.411,1.524
2020-09-27,1.361,0.082,1.206,1.304,1.363,1.416,1.53
2020-09-28,1.365,0.083,1.211,1.308,1.362,1.421,1.539
2020-09-29,1.364,0.084,1.204,1.306,1.362,1.419,1.53
2020-09-30,1.364,0.084,1.206,1.304,1.363,1.418,1.536
2020-10-01,1.362,0.084,1.214,1.304,1.359,1.414,1.541
2020-10-02,1.357,0.083,1.209,1.299,1.353,1.409,1.533
2020-10-03,1.353,0.083,1.197,1.299,1.35,1.405,1.521
2020-10-04,1.349,0.082,1.198,1.292,1.346,1.402,1.519
2020-10-05,1.343,0.085,1.187,1.286,1.343,1.397,1.519
2020-10-06,1.333,0.086,1.176,1.277,1.329,1.387,1.514
2020-10-07,1.326,0.085,1.169,1.269,1.324,1.381,1.498
2020-10-08,1.314,0.084,1.155,1.257,1.313,1.367,1.487
2020-10-09,1.305,0.084,1.147,1.246,1.305,1.359,1.475
2020-10-10,1.293,0.081,1.147,1.239,1.289,1.345,1.455
2020-10-11,1.284,0.078,1.132,1.23,1.285,1.334,1.44
2020-10-12,1.268,0.079,1.116,1.213,1.272,1.319,1.423
2020-10-13,1.256,0.08,1.103,1.198,1.254,1.311,1.411
2020-10-14,1.242,0.077,1.092,1.188,1.239,1.292,1.392
2020-10-15,1.229,0.076,1.078,1.175,1.228,1.281,1.386
2020-10-16,1.216,0.075,1.078,1.165,1.212,1.264,1.371
2020-10-17,1.202,0.073,1.069,1.154,1.197,1.249,1.351
2020-10-18,1.188,0.072,1.053,1.139,1.185,1.237,1.331
2020-10-19,1.176,0.07,1.052,1.126,1.174,1.225,1.316
2020-10-20,1.165,0.069,1.034,1.118,1.162,1.208,1.297
2020-10-21,1.153,0.07,1.021,1.107,1.15,1.196,1.295
2020-10-22,1.143,0.07,1.004,1.095,1.141,1.188,1.281
2020-10-23,1.131,0.069,0.999,1.085,1.128,1.176,1.268
2020-10-24,1.122,0.069,0.993,1.075,1.12,1.168,1.259
2020-10-25,1.113,0.069,0.977,1.067,1.114,1.157,1.25
2020-10-26,1.105,0.068,0.973,1.058,1.104,1.151,1.239
2020-10-27,1.096,0.069,0.966,1.049,1.095,1.139,1.233
2020-10-28,1.086,0.069,0.962,1.039,1.084,1.13,1.235
2020-10-29,1.077,0.07,0.943,1.029,1.074,1.123,1.216
2020-10-30,1.069,0.068,0.942,1.023,1.067,1.115,1.208
2020-10-31,1.062,0.067,0.935,1.016,1.06,1.105,1.2
2020-11-01,1.06,0.067,0.935,1.012,1.06,1.106,1.205
2020-11-02,1.053,0.067,0.924,1.008,1.051,1.098,1.185
2020-11-03,1.047,0.067,0.918,1.004,1.047,1.091,1.179
2020-11-04,1.044,0.067,0.908,0.996,1.046,1.092,1.173
2020-11-05,1.044,0.065,0.917,0.997,1.047,1.09,1.165
2020-11-06,1.041,0.066,0.917,0.996,1.041,1.085,1.168
2020-11-07,1.037,0.064,0.917,0.992,1.037,1.078,1.157
2020-11-08,1.035,0.062,0.911,0.994,1.034,1.076,1.149
2020-11-09,1.034,0.062,0.917,0.991,1.036,1.072,1.153
2020-11-10,1.032,0.064,0.919,0.986,1.03,1.073,1.161
2020-11-11,1.031,0.066,0.916,0.986,1.025,1.074,1.164
2020-11-12,1.032,0.066,0.909,0.987,1.032,1.076,1.162
2020-11-13,1.031,0.068,0.903,0.985,1.029,1.074,1.165
2020-11-14,1.034,0.067,0.904,0.988,1.031,1.077,1.174
2020-11-15,1.036,0.065,0.916,0.992,1.035,1.077,1.17
2020-11-16,1.037,0.064,0.92,0.992,1.033,1.078,1.164
2020-11-17,1.039,0.064,0.917,0.995,1.036,1.081,1.175
2020-11-18,1.041,0.066,0.921,0.995,1.041,1.085,1.181
2020-11-19,1.045,0.067,0.924,0.996,1.045,1.089,1.183
2020-11-20,1.047,0.068,0.92,0.997,1.043,1.092,1.195
2020-11-21,1.047,0.068,0.922,1.001,1.039,1.09,1.192
2020-11-22,1.05,0.068,0.932,1.003,1.046,1.09,1.209
2020-11-23,1.05,0.068,0.932,1.002,1.047,1.091,1.195
2020-11-24,1.053,0.068,0.925,1.008,1.051,1.095,1.194
2020-11-25,1.055,0.069,0.928,1.007,1.053,1.099,1.201
2020-11-26,1.055,0.068,0.929,1.011,1.049,1.098,1.198
2020-11-27,1.057,0.069,0.93,1.013,1.054,1.098,1.205
2020-11-28,1.058,0.068,0.925,1.016,1.054,1.1,1.211
2020-11-29,1.054,0.066,0.928,1.008,1.053,1.095,1.192
2020-11-30,1.054,0.066,0.936,1.01,1.049,1.093,1.202
2020-12-01,1.051,0.065,0.933,1.008,1.049,1.091,1.186
2020-12-02,1.05,0.065,0.925,1.005,1.049,1.096,1.183
2020-12-03,1.049,0.064,0.926,1.003,1.047,1.091,1.18
2020-12-04,1.044,0.064,0.928,0.997,1.043,1.087,1.169
2020-12-05,1.041,0.064,0.92,0.997,1.038,1.084,1.167
2020-12-06,1.036,0.062,0.923,0.99,1.035,1.078,1.16
2020-12-07,1.03,0.063,0.918,0.987,1.026,1.074,1.155
2020-12-08,1.026,0.064,0.912,0.98,1.025,1.066,1.158
2020-12-09,1.02,0.065,0.898,0.978,1.016,1.064,1.148
2020-12-10,1.014,0.063,0.895,0.972,1.008,1.055,1.146
2020-12-11,1.004,0.061,0.883,0.963,1.004,1.042,1.129
2020-12-12,0.997,0.063,0.881,0.954,0.996,1.037,1.135
2020-12-13,0.991,0.065,0.869,0.946,0.992,1.034,1.121
2020-12-14,0.983,0.064,0.862,0.94,0.98,1.025,1.11
2020-12-15,0.973,0.064,0.852,0.93,0.973,1.013,1.104
2020-12-16,0.965,0.064,0.845,0.919,0.964,1.005,1.1
2020-12-17,0.955,0.063,0.835,0.913,0.954,0.995,1.08
2020-12-18,0.946,0.062,0.831,0.904,0.945,0.986,1.066
2020-12-19,0.937,0.06,0.827,0.896,0.938,0.977,1.054
2020-12-20,0.929,0.06,0.82,0.886,0.931,0.969,1.044
2020-12-21,0.922,0.06,0.809,0.88,0.921,0.964,1.044
2020-12-22,0.911,0.061,0.793,0.87,0.909,0.95,1.033
2020-12-23,0.906,0.06,0.795,0.865,0.901,0.943,1.035
2020-12-24,0.9,0.057,0.796,0.862,0.895,0.938,1.017
2020-12-25,0.894,0.055,0.795,0.857,0.892,0.928,1.008
2020-12-26,0.889,0.056,0.791,0.854,0.885,0.923,1.009
2020-12-27,0.883,0.056,0.78,0.847,0.879,0.919,1.004
2020-12-28,0.878,0.054,0.774,0.842,0.875,0.912,0.994
2020-12-29,0.875,0.055,0.776,0.837,0.873,0.91,0.996
2020-12-30,0.869,0.055,0.766,0.831,0.866,0.905,0.979
2020-12-31,0.864,0.053,0.761,0.828,0.862,0.896,0.977
2021-01-01,0.86,0.053,0.762,0.824,0.859,0.893,0.965
2021-01-02,0.857,0.054,0.754,0.822,0.857,0.889,0.969
2021-01-03,0.855,0.056,0.745,0.815,0.854,0.893,0.968
2021-01-04,0.854,0.056,0.747,0.814,0.854,0.891,0.965
2021-01-05,0.852,0.057,0.745,0.812,0.854,0.89,0.955
2021-01-06,0.851,0.057,0.745,0.812,0.849,0.892,0.961
2021-01-07,0.852,0.058,0.744,0.809,0.85,0.892,0.963
2021-01-08,0.85,0.057,0.746,0.808,0.852,0.889,0.959
2021-01-09,0.85,0.057,0.744,0.807,0.85,0.887,0.963
2021-01-10,0.851,0.058,0.744,0.812,0.849,0.889,0.966
2021-01-11,0.851,0.057,0.742,0.811,0.849,0.89,0.959
2021-01-12,0.855,0.056,0.745,0.817,0.853,0.893,0.964
2021-01-13,0.855,0.055,0.749,0.818,0.85,0.892,0.964
2021-01-14,0.858,0.056,0.753,0.818,0.855,0.895,0.975
2021-01-15,0.86,0.057,0.753,0.82,0.859,0.897,0.981
2021-01-16,0.864,0.057,0.755,0.825,0.863,0.897,0.98
2021-01-17,0.869,0.057,0.768,0.83,0.865,0.907,0.985
2021-01-18,0.873,0.056,0.772,0.833,0.87,0.909,0.987
2021-01-19,0.879,0.056,0.779,0.84,0.874,0.915,0.999
2021-01-20,0.883,0.056,0.781,0.844,0.88,0.918,1.001
2021-01-21,0.886,0.057,0.781,0.848,0.886,0.923,1.003
2021-01-22,0.891,0.056,0.787,0.856,0.889,0.926,1.006
2021-01-23,0.897,0.059,0.788,0.859,0.893,0.936,1.017
2021-01-24,0.904,0.059,0.795,0.863,0.903,0.942,1.033
2021-01-25,0.908,0.06,0.793,0.867,0.905,0.947,1.038
2021-01-26,0.915,0.06,0.806,0.874,0.912,0.953,1.036
2021-01-27,0.92,0.062,0.806,0.878,0.915,0.963,1.052
2021-01-28,0.929,0.065,0.813,0.886,0.926,0.971,1.071
2021-01-29,0.936,0.063,0.821,0.892,0.935,0.978,1.067
2021-01-30,0.944,0.065,0.816,0.9,0.944,0.987,1.087
2021-01-31,0.952,0.064,0.831,0.908,0.951,0.993,1.085
2021-02-01,0.96,0.065,0.844,0.916,0.955,1.004,1.099
2021-02-02,0.967,0.065,0.847,0.922,0.962,1.008,1.099
2021-02-03,0.976,0.064,0.859,0.93,0.975,1.017,1.111
2021-02-04,0.986,0.066,0.863,0.94,0.985,1.029,1.117
2021-02-05,0.995,0.067,0.868,0.948,0.991,1.037,1.132
2021-02-06,1.003,0.066,0.886,0.955,0.999,1.047,1.139
2021-02-07,1.011,0.066,0.887,0.966,1.007,1.057,1.145
2021-02-08,1.02,0.066,0.905,0.972,1.017,1.065,1.158
2021-02-09,1.028,0.067,0.907,0.98,1.027,1.072,1.159
2021-02-10,1.036,0.065,0.909,0.991,1.033,1.079,1.161
2021-02-11,1.044,0.064,0.922,0.999,1.044,1.09,1.165
2021-02-12,1.053,0.067,0.92,1.006,1.054,1.1,1.177
2021-02-13,1.061,0.068,0.93,1.015,1.061,1.107,1.192
2021-02-14,1.07,0.069,0.933,1.023,1.071,1.117,1.208
2021-02-15,1.076,0.068,0.951,1.028,1.075,1.121,1.213
2021-02-16,1.082,0.068,0.954,1.036,1.077,1.128,1.218
2021-02-17,1.086,0.066,0.955,1.043,1.087,1.132,1.217
2021-02-18,1.094,0.069,0.952,1.046,1.092,1.138,1.232
2021-02-19,1.103,0.072,0.971,1.052,1.104,1.149,1.252
2021-02-20,1.112,0.072,0.975,1.063,1.11,1.156,1.257
2021-02-21,1.117,0.071,0.98,1.071,1.114,1.164,1.263
2021-02-22,1.124,0.072,0.996,1.073,1.122,1.173,1.274
2021-02-23,1.128,0.073,0.992,1.074,1.127,1.177,1.271
2021-02-24,1.129,0.071,0.99,1.078,1.128,1.176,1.263
2021-02-25,1.131,0.07,0.994,1.083,1.127,1.178,1.269
2021-02-26,1.134,0.072,0.996,1.085,1.13,1.182,1.263
2021-02-27,1.137,0.067,1.009,1.089,1.138,1.18,1.275
2021-02-28,1.141,0.068,1.016,1.095,1.137,1.187,1.278
2021-03-01,1.143,0.069,1.014,1.097,1.141,1.188,1.283
2021-03-02,1.144,0.072,1.015,1.095,1.142,1.193,1.289
2021-03-03,1.147,0.072,1.013,1.098,1.146,1.192,1.287
2021-03-04,1.147,0.075,1.008,1.093,1.147,1.193,1.307
2021-03-05,1.147,0.073,1.012,1.094,1.147,1.195,1.293
2021-03-06,1.145,0.074,1.009,1.095,1.142,1.195,1.298
2021-03-07,1.144,0.071,1.014,1.093,1.144,1.193,1.288
2021-03-08,1.142,0.073,1.01,1.094,1.139,1.192,1.296
2021-03-09,1.139,0.073,1.001,1.085,1.139,1.187,1.285
2021-03-10,1.137,0.071,1.009,1.086,1.134,1.182,1.281
2021-03-11,1.135,0.073,0.997,1.082,1.133,1.181,1.289
2021-03-12,1.131,0.072,1.003,1.082,1.128,1.179,1.273
2021-03-13,1.128,0.069,0.995,1.08,1.124,1.175,1.273
