Country/Region,Date,Province/State,total_cases,new_cases,infected_4,infected_5,infected_6,infected_7,infected_8,infected_9,infected_10,gr_infected_4,gr_infected_5,gr_infected_6,gr_infected_7,gr_infected_8,gr_infected_9,gr_infected_10
Germany,2020-03-29,0.0,2371943,234031.0,809356.6248303029,951322.690759081,1072480.6029710595,1176263.425165989,1265714.1200943831,1343360.1316323322,1411247.0103435935,0.05508505518378759,0.06101626773602731,0.06593626217038717,0.0700393725272237,0.07348839339473345,0.07641443890257271,0.07892034949348359
Germany,2020-03-30,0.0,2608669,236726.0,843743.4686227272,997784.1526072649,1130459.8358092164,1244951.7929994192,1344225.8550825852,1430823.8947842952,1506848.3093092341,0.042486640298563305,0.048838803383435936,0.05406086849266911,0.058395395422362384,0.062029595579093044,0.06510820225525427,0.06774242798386143
Germany,2020-03-31,0.0,2852962,244293.0,877100.6014670454,1042520.322085812,1186342.863174347,1311394.536856645,1420490.6231972622,1516136.4620304846,1600456.4783783108,0.039534685701055894,0.04483551814452946,0.04943389017012523,0.05336973225055375,0.05673508497572488,0.05962478510260749,0.06212182639139585
Germany,2020-04-01,0.0,3100874,247912.0,905737.451100284,1081928.2576686498,1236531.0526452893,1371964.4601628387,1490841.2952976045,1595588.8551382085,1688322.8305404799,0.03264944703645223,0.03780064018703522,0.042304961768515836,0.04618741469777432,0.04952561527086741,0.05240451311441796,0.054900806956776016
Germany,2020-04-02,0.0,3352727,251853.0,931156.088325213,1117395.60613492,1282295.5438710744,1427822.5372824334,1556339.133385404,1670154.2045672964,1771343.547486432,0.028064023624120304,0.032781608405991314,0.037010385730210205,0.040713938838448316,0.04393347453843144,0.04673218240962784,0.04917348474128902
Germany,2020-04-03,0.0,3605938,253211.0,951578.0662439098,1147127.4849079358,1321790.619892562,1477058.8890992287,1615007.7417122284,1737792.5151709302,1847420.1927377887,0.02193185243027096,0.026608193740674135,0.03080029109534088,0.034483523358936896,0.037696545096316036,0.04049824286803361,0.04294855470544423
Germany,2020-04-04,0.0,3856055,250117.0,963800.5496829323,1167818.9879263486,1351609.1832438018,1516167.4763707675,1663248.7739982,1794821.4579297157,1912795.1734640098,0.012844435861439463,0.018037666511036,0.02255921845901998,0.02647733787742812,0.029870465038654537,0.032816888242366504,0.03538717449512041
Germany,2020-04-05,0.0,4102308,246253.0,969103.4122621992,1180508.190341079,1372593.9860365016,1545825.1226035152,1701595.6772484249,1841649.8514930806,1967768.6561176088,0.00550203315510811,0.01086572709120115,0.01552579181382674,0.01956093023690153,0.023055422525906755,0.026090836699367514,0.028739868970938387
Germany,2020-04-06,0.0,4345306,242998.0,969825.5591966494,1187404.5522728632,1386826.3216970847,1567990.9622315846,1731894.2175923716,1880020.0902160716,2013989.790505848,0.0007451701493490503,0.005841858606496997,0.010368933424865334,0.014339163792820964,0.017805957519203996,0.02083470899307116,0.023489109984825784
Germany,2020-04-07,0.0,4582473,237167.0,964536.1693974871,1187090.6418182906,1392855.6014142374,1581159.2533413584,1752574.4403933252,1908295.9690809525,2049757.811455263,-0.005453959992087309,-0.0002643668949826594,0.0043475377001602755,0.0083981932466195,0.011940811737163992,0.015040200374470958,0.017759782655318856
Germany,2020-04-08,0.0,4812535,230062.0,953464.1270481152,1179734.5134546324,1390775.0011785312,1585341.3600068786,1763564.6353441596,1926325.0836275131,2074844.0303097367,-0.011479136501732379,-0.006196770578858812,-0.0014937659249053548,0.0026449623317084114,0.0062708862445626234,0.00944775592396363,0.01223862580948687
Germany,2020-04-09,0.0,5031313,218778.0,933876.0952860864,1162565.6107637058,1377757.167648776,1577642.0228630388,1761897.0559261397,1931066.963224456,2086137.627278763,-0.020544067895530094,-0.014553191836907953,-0.009360129078193169,-0.004856580001045607,-0.0009455731786629507,0.0024616196078459662,0.005443106471641812
Germany,2020-04-10,0.0,5230232,198919.0,899326.0714645649,1128971.4886109647,1347049.9730406466,1551183.591025462,1740578.9239353721,1915422.9673106275,2076442.864550887,-0.03699636814339635,-0.028896538691414286,-0.022287813360124198,-0.016770871626226924,-0.012099533238371651,-0.008101218762350149,-0.0046472306530046525
Germany,2020-04-11,0.0,5419792,189560.0,864054.5535984237,1092737.1908887718,1312101.644200539,1519145.9351646816,1712566.5584434506,1892158.1931650022,2058358.5780957981,-0.03921994367260029,-0.03209496261661482,-0.0259443447084744,-0.020653684093963842,-0.016093706011668152,-0.012146024425242485,-0.008709262731869227
Germany,2020-04-12,0.0,5605089,185297.0,833337.9151988178,1059486.7527110176,1278715.0368337824,1487422.087284013,1683792.7386380192,1867215.3939244463,2037819.7202862184,-0.035549420197699355,-0.030428577388045275,-0.02544513796955028,-0.020882686216205926,-0.016801577529099943,-0.013182195511271755,-0.00997827007798624
Germany,2020-04-13,0.0,5776288,171199.0,796202.4363991134,1018788.4021688141,1236794.864028152,1446132.2176720111,1644517.6463082668,1830946.01682173,2005236.7482575967,-0.044562329545325796,-0.03841326985737625,-0.032783045164956115,-0.027759349524919208,-0.023325372196058458,-0.019424313456674502,-0.01598913373163613
Germany,2020-04-14,0.0,5928944,152656.0,749807.827299335,967686.7217350514,1183318.3866901267,1392197.9008617238,1591608.9405197334,1780163.5705082044,1957369.0734318371,-0.05826986577634896,-0.05015926793530101,-0.043237952301852456,-0.03729556409241119,-0.03217278081953501,-0.02773563275321289,-0.023871333331265343
Germany,2020-04-15,0.0,6068608,139664.0,702019.8704745013,913813.3773880411,1125762.6555751057,1332976.4864529062,1532321.8229547667,1722031.618229515,1901296.1660886535,-0.06373360624542546,-0.05567229883077862,-0.04863926037354227,-0.042538071902106456,-0.03724980179214543,-0.03265539933619355,-0.028647079441625922
Germany,2020-04-16,0.0,6198262,129654.0,656168.9028558759,860704.7019104329,1067789.5463125883,1272205.274102491,1470435.5950854209,1660348.7717595687,1840820.5494797882,-0.0653129199713881,-0.058117638449777465,-0.05149674220886402,-0.04559061091327221,-0.04038722606587364,-0.03581981063353801,-0.03180757300598558
Germany,2020-04-17,0.0,6326145,127883.0,620009.6771419069,816446.7615283463,1017707.6219271569,1218344.663516421,1414514.1456997432,1603748.5748973943,1784621.4945318094,-0.05510658240064625,-0.051420586275235824,-0.04690242993891436,-0.042336415107276815,-0.03803053297443404,-0.03408934184484136,-0.03052935005742985
Germany,2020-04-18,0.0,6448498,122353.0,587360.2578564303,775510.4092226771,970442.6849392975,1166648.425871218,1360052.8774872753,1547907.2887976838,1728512.3450786285,-0.05265953176083071,-0.05013964686324246,-0.04644254987336871,-0.04243153780145914,-0.03850174872979195,-0.03481922726153208,-0.03144036403523254
Germany,2020-04-19,0.0,6567519,119021.0,559541.1933923226,739429.3273781417,927723.2374494146,1119005.3650324726,1309067.2678013658,1494938.5900423855,1674682.1105707658,-0.04736286476996798,-0.04652559322923966,-0.04402057757028188,-0.04083754778408677,-0.03748796133581689,-0.034219555097799836,-0.03114252244777227
Germany,2020-04-20,0.0,6687380,119861.0,539516.895044242,711404.4619025134,892963.6978745122,1079008.4557421193,1265294.859326195,1448695.302259898,1627074.8995136893,-0.035786995818269496,-0.0379006680394981,-0.037467574565089756,-0.03574326856707488,-0.03343786033905538,-0.030933235713164864,-0.0284276106829916
Germany,2020-04-21,0.0,6805148,117768.0,522405.6712831815,686891.5695220107,861904.4148954268,1042632.3906361024,1224901.0019104206,1405497.1575643537,1582135.4095623204,-0.03171582561776376,-0.03445704053492671,-0.034782245967013625,-0.033712493087923234,-0.03192446181065278,-0.029818654501162056,-0.027619804082037458
Germany,2020-04-22,0.0,6916441,111293.0,503097.25346238614,660806.2556176087,829546.6790795224,1004977.9062595164,1183081.376671618,1360623.8067238699,1535214.8686060885,-0.03696058232554833,-0.03797588303864918,-0.03754213954204,-0.03611482312918868,-0.034141228698138404,-0.03192703065885005,-0.02965646345606543
Germany,2020-04-23,0.0,7018823,102382.0,479704.9400967896,631027.004494087,793670.8992329354,963791.6339367284,1137578.2045876659,1311825.383754551,1484075.3817454795,-0.046496603200687936,-0.045065026050168266,-0.04324745159174803,-0.04098226644213654,-0.03846157414122009,-0.03586474286879959,-0.0333109637656398
Germany,2020-04-24,0.0,7113246,94423.0,454201.70507259225,599244.6035952696,755815.4160274462,920530.1148029101,1089803.9290142076,1260490.007781823,1430090.8435709316,-0.053164420235179644,-0.05036615021618329,-0.04769670053680397,-0.04488679670014473,-0.04199647582978694,-0.03913278139640963,-0.0363758733812124
Germany,2020-04-25,0.0,7201936,88690.0,429341.2788044442,568085.6828762158,718536.1800228718,877715.8126882088,1042268.4378874316,1209125.5624727313,1375771.7592138385,-0.05473433056393917,-0.05199699844122185,-0.04932320142464597,-0.04651048501967603,-0.04361838846532207,-0.040749585472304894,-0.03798296073378005
Germany,2020-04-26,0.0,7285796,83860.0,405865.9591033331,538328.5463009726,682640.1500190599,836187.8394470362,995844.8831515026,1158638.277753539,1322054.5832924547,-0.054677527785078284,-0.05238142321169392,-0.049957164304056834,-0.0473136892839876,-0.044540881262820076,-0.04175520416253797,-0.039045121810088235
Germany,2020-04-27,0.0,7365582,79786.0,384185.46932749986,510448.8370407781,648652.79168255,796518.4338117454,951150.2727575648,1109686.691336479,1269635.1249632093,-0.05341785702780122,-0.051789394138142764,-0.049788103344874934,-0.04744078275704633,-0.04488109659457695,-0.04224923978169537,-0.03964999553853488
Germany,2020-04-28,0.0,7440314,74732.0,362871.1019956249,483091.0696326225,615275.9930687917,757462.0861243532,906988.4886628692,1061120.1700768704,1217403.6124668883,-0.05547936877775428,-0.05359551324821621,-0.051455569207035645,-0.049033827755231796,-0.046429870609890234,-0.043765976143334995,-0.041138994557853414
Germany,2020-04-29,0.0,7508228,67914.0,340067.3264967187,454386.855706098,580643.994223993,717167.216678017,861528.9275800106,1011131.9289572181,1163577.2512201995,-0.06284263302725368,-0.05941781111448241,-0.056286933400514716,-0.05319720971449515,-0.05012143114393597,-0.047108935000294117,-0.04421406400923811
Germany,2020-04-30,0.0,7571669,63441.0,318491.494872539,426950.48456487845,547310.9951866609,678155.7571525861,817278.8116325093,962224.9368508605,1110660.5260981796,-0.06344576483265252,-0.06038108452451729,-0.05740694706035898,-0.054396601822006785,-0.05136231011046544,-0.04836855676864582,-0.045477620902718896
Germany,2020-05-01,0.0,7628320,56651.0,295519.62115440425,398211.3876519028,512743.4959888841,637927.3632736453,771769.9601784457,911962.0549785426,1056245.4734883616,-0.07212711826834861,-0.06731248224782971,-0.06315878815112697,-0.05932028660768174,-0.05568338589759847,-0.05223610399956646,-0.04899341547770819
Germany,2020-05-02,0.0,7680547,52227.0,273866.7158658032,370796.1101215223,479513.2466574035,599021.8828059817,727525.7151561399,862859.9377587045,1002847.9261395255,-0.07327061805242285,-0.06884604102368275,-0.06480871935272892,-0.06098732035574206,-0.0573282808417106,-0.05384228099380006,-0.05055410762849011
