Country/Region,Date,Province/State,total_cases,new_cases,infected_4,infected_5,infected_6,infected_7,infected_8,infected_9,infected_10,gr_infected_4,gr_infected_5,gr_infected_6,gr_infected_7,gr_infected_8,gr_infected_9,gr_infected_10
Germany,2021-02-14,0.0,2292408,3663.0,26714.513804693404,35281.43750327261,44371.4467745264,54037.7825879537,64302.571011693995,75165.85138134511,86612.01545654272,-0.13082127606558114,-0.10731989840748157,-0.09168222874627596,-0.08053003940548242,-0.07214466236276784,-0.06557446554945634,-0.06025630947088023
Germany,2021-02-15,0.0,2296700,4292.0,24327.885353520054,32517.150002618087,41268.20564543867,50610.09936110317,60556.74963523225,71106.0901167512,82242.81391088845,-0.08933827014864293,-0.07834962791405864,-0.06993779456542981,-0.06343123390141914,-0.05825305765426603,-0.05401071350868081,-0.0504456745709434
Germany,2021-02-16,0.0,2305769,9069.0,27314.914015140042,35082.72000209447,43459.17137119889,52449.08516665987,62056.155930828216,72274.41343711218,83087.53251979961,0.1227820921635423,0.07889898097680215,0.05309088901475878,0.03633634054806989,0.02476034966585461,0.016430706827539998,0.010271032431191207
Germany,2021-02-17,0.0,2315549,9780.0,30266.185511355034,37846.17600167558,45995.97614266574,54736.35871427989,64079.13643947469,74023.92305521082,84558.77926781966,0.10804615729630962,0.07876971909293595,0.05837213852512679,0.043609407873408834,0.03259919146299395,0.024206486568319807,0.017707190277547857
Germany,2021-02-18,0.0,2324590,9041.0,31740.639133516277,39317.94080134046,47370.98011888812,55957.8788979542,65110.244384540354,74840.04271574295,85143.9013410377,0.048716202496283056,0.038888071534617374,0.02989400577036405,0.022316431205271714,0.016091164805873914,0.01102507982349743,0.006919708140118663
Germany,2021-02-19,0.0,2333118,8528.0,32333.479350137208,39982.35264107237,48003.8167657401,56491.89619824646,65499.46383647281,75052.48241399373,85157.51120693392,0.018677639543651425,0.01689843939409097,0.013359163041670952,0.00954320125796948,0.005977852726734234,0.002838583337768208,0.00015984545788794158
Germany,2021-02-20,0.0,2340724,7606.0,31856.109512602907,39591.8821128579,47609.18063811675,56027.625312782686,64918.030856913705,74319.31770132776,84247.76008624054,-0.014763948920092806,-0.009766071839738544,-0.008220932296887695,-0.008218362574244464,-0.008876912046344665,-0.00976869370718203,-0.010683157689785894
Germany,2021-02-21,0.0,2343700,2976.0,26868.08213445218,34649.50569028632,42650.317198430625,50999.67883952802,59779.27699979949,69037.61573451356,78798.9840776165,-0.15657992939085563,-0.12483307584325443,-0.10415771439922594,-0.08974048864618833,-0.07915757439470983,-0.07106768643975103,-0.06467561871136263
Germany,2021-02-22,0.0,2348003,4303.0,24454.061600839133,32022.60455222906,39844.93099869219,48017.01043388116,56609.86737482456,65669.76954178984,75222.08566985485,-0.08984714731527543,-0.07581352419678788,-0.06577644397546623,-0.058484062517960345,-0.05301853391411149,-0.04878277091252525,-0.045392696995159576
Germany,2021-02-23,0.0,2357957,9954.0,28294.54620062935,35572.08364178325,43158.109165576825,51111.43751475528,59487.63395297149,68327.12848159096,77653.87710286936,0.15704894599833796,0.11084292296602438,0.08315181087886403,0.06444439278732506,0.05083507013172639,0.04046548295117858,0.03232815750001272
Germany,2021-02-24,0.0,2369005,11048.0,32268.90965047201,39505.6669134266,47013.09097131402,54857.803584075955,63099.67970885005,71783.22531696974,80936.48939258243,0.14046394035307985,0.1105806258428712,0.08932230536206975,0.07329799848104734,0.06071927081070494,0.0505816198072766,0.042272355382391824
Germany,2021-02-25,0.0,2378688,9683.0,33884.68223785401,41287.533530741275,48860.57580942835,56703.974500636534,64895.2197452438,73490.31139286199,82525.84045332418,0.05007211600526951,0.04510407636503122,0.03929724253275779,0.03365375199047316,0.028455612527331198,0.023781128088830705,0.019637015055503637
Germany,2021-02-26,0.0,2387910,9222.0,34635.51167839051,42252.02682459302,49939.14650785696,57825.40671483132,66005.31727708832,74546.72123809953,83495.25640799176,0.022158373369596474,0.023360399892466743,0.022074457383297608,0.019776959623565737,0.0171059985034705,0.014374817921102956,0.011746817110161567
Germany,2021-02-27,0.0,2395381,7471.0,33447.63375879289,41272.62145967442,49086.95542321414,57035.634326998275,65225.65261745229,73734.75221164402,82616.7307671926,-0.034296531566437194,-0.023180080070112408,-0.01706459049132425,-0.013657878650604971,-0.011812149260082005,-0.010892082347419563,-0.010521862900885526
