Country/Region,Date,Province/State,total_cases,new_cases,infected_5,infected_6,infected_7,infected_8,infected_9,infected_10,gr_infected_5,gr_infected_6,gr_infected_7,gr_infected_8,gr_infected_9,gr_infected_10
Switzerland,2021-01-17,0.0,495228,0.0,9234.74344801418,12278.250706185707,15436.73275202698,18693.077722115326,22036.815013973173,25461.21548334381,-0.19999999999999996,-0.16666666666666663,-0.1428571428571428,-0.1250000000000001,-0.11111111111111116,-0.10000000000000009
Switzerland,2021-01-18,0.0,499931,4703.0,12090.794758411344,14934.87558848809,17934.485216023124,21059.44300685091,24291.280012420597,27618.09393500943,0.3092724044230295,0.2163683529416769,0.16180577225243264,0.12659045877373076,0.10230448442834894,0.08471231285390135
Switzerland,2021-01-19,0.0,502191,2260.0,11932.635806729077,14705.729657073409,17632.415899448395,20687.012630994548,23852.24889992942,27116.28454150849,-0.013080939246962187,-0.015343009056688062,-0.016842932090677,-0.01768472108854946,-0.01807360963550264,-0.01816958819394976
Switzerland,2021-01-20,0.0,504918,2727.0,12273.108645383261,14981.77471422784,17840.49934238434,20828.13605212023,23928.99902215948,27131.65608735764,0.028532911266946126,0.018771258794469503,0.011801187320136686,0.006821836658727598,0.0032177310639371903,0.0005668750755887242
Switzerland,2021-01-21,0.0,507123,2205.0,12023.486916306609,14689.812261856534,17496.856579186577,20429.6190456052,23475.22135303065,26623.49047862188,-0.020338916267196305,-0.019487841590224764,-0.01926194758357236,-0.01913358955970823,-0.018963504019061106,-0.018729620009172554
Switzerland,2021-01-22,0.0,509279,2156.0,11774.789533045287,14397.510218213778,17153.30563930278,20031.91666490455,23022.863424916133,26117.141430759693,-0.020684297740951596,-0.01989828313883535,-0.01963500919887906,-0.01946695040239632,-0.01926959159667807,-0.019018882902254064
Switzerland,2021-01-23,0.0,509279,0.0,9419.83162643623,11997.925181844816,14702.83340511667,17527.92708179148,20464.76748881434,23505.427287683724,-0.19999999999999996,-0.16666666666666663,-0.1428571428571428,-0.1250000000000001,-0.11111111111111105,-0.09999999999999998
Switzerland,2021-01-24,0.0,509279,0.0,7535.865301148984,9998.27098487068,12602.428632957146,15336.936196567545,18190.904434501637,21154.884558915353,-0.19999999999999996,-0.16666666666666663,-0.1428571428571428,-0.125,-0.11111111111111105,-0.09999999999999998
Switzerland,2021-01-25,0.0,513599,4320.0,10348.692240919187,12651.892487392233,15122.08168539184,17739.8191719966,20489.692830668122,23359.396103023817,0.37325865409793546,0.26540803970376436,0.1999339274848535,0.15667294592819836,0.12637020904834761,0.10420815759920621
Switzerland,2021-01-26,0.0,515483,1884.0,10162.95379273535,12427.243739493528,14845.784301764435,17406.34177549703,20097.060293927218,22907.456492721434,-0.01794801158057613,-0.01775613791553876,-0.01827112095911454,-0.018798241022996875,-0.019162441330171087,-0.01934723005291561
